date,temperature,weather_type
1514340000.0,7.1,ACTUAL
1514343600.0,6.9,ACTUAL
1514347200.0,6.5,ACTUAL
1514350800.0,6.5,ACTUAL
1514354400.0,6.5,ACTUAL
1514358000.0,5.0,ACTUAL
1514361600.0,5.5,ACTUAL
1514365200.0,6.0,ACTUAL
1514368800.0,7.0,ACTUAL
1514372400.0,7.8,ACTUAL
1514376000.0,8.5,ACTUAL
1514379600.0,9.3,ACTUAL
1514383200.0,10.0,ACTUAL
1514386800.0,10.0,ACTUAL
1514390400.0,9.1,ACTUAL
1514394000.0,9.1,ACTUAL
1514397600.0,9.3,ACTUAL
1514401200.0,9.1,ACTUAL
1514404800.0,8.3,ACTUAL
1514408400.0,8.3,ACTUAL
1514412000.0,8.3,ACTUAL
1514415600.0,8.3,ACTUAL
1514419200.0,8.3,ACTUAL
1514422800.0,7.3,ACTUAL
1514426400.0,6.3,ACTUAL
1514430000.0,5.7,ACTUAL
1514433600.0,6.3,ACTUAL
1514437200.0,6.7,ACTUAL
1514440800.0,6.3,ACTUAL
1514444400.0,5.0,ACTUAL
1514448000.0,5.0,ACTUAL
1514451600.0,6.0,ACTUAL
1514455200.0,6.0,ACTUAL
1514458800.0,6.0,ACTUAL
1514462400.0,7.0,ACTUAL
1514466000.0,6.0,ACTUAL
1514469600.0,6.0,ACTUAL
1514473200.0,6.0,ACTUAL
1514476800.0,5.9,ACTUAL
1514480400.0,5.3,ACTUAL
1514484000.0,5.1,ACTUAL
1514487600.0,5.1,ACTUAL
1514491200.0,4.9,ACTUAL
1514494800.0,4.3,ACTUAL
1514498400.0,4.1,ACTUAL
1514502000.0,4.1,ACTUAL
1514505600.0,4.3,ACTUAL
1514509200.0,4.1,ACTUAL
1514512800.0,4.1,ACTUAL
1514516400.0,4.7,ACTUAL
1514520000.0,4.7,ACTUAL
1514523600.0,5.1,ACTUAL
1514527200.0,4.7,ACTUAL
1514530800.0,3.0,ACTUAL
1514534400.0,2.0,ACTUAL
1514538000.0,3.0,ACTUAL
1514541600.0,5.0,ACTUAL
1514545200.0,8.0,ACTUAL
1514548800.0,8.0,ACTUAL
1514552400.0,8.0,ACTUAL
1514556000.0,9.0,ACTUAL
1514559600.0,8.0,ACTUAL
1514563200.0,5.0,ACTUAL
1514566800.0,3.9,ACTUAL
1514570400.0,3.1,ACTUAL
1514574000.0,2.9,ACTUAL
1514577600.0,1.3,ACTUAL
1514581200.0,0.5,ACTUAL
1514584800.0,-0.5,ACTUAL
1514588400.0,0.3,ACTUAL
1514592000.0,1.1,ACTUAL
1514595600.0,1.5,ACTUAL
1514599200.0,0.5,ACTUAL
1514602800.0,-0.5,ACTUAL
1514606400.0,-0.7,ACTUAL
1514610000.0,-1.9,ACTUAL
1514613600.0,-1.1,ACTUAL
1514617200.0,-2.0,ACTUAL
1514620800.0,-0.5,ACTUAL
1514624400.0,1.0,ACTUAL
1514628000.0,2.0,ACTUAL
1514631600.0,3.0,ACTUAL
1514635200.0,4.0,ACTUAL
1514638800.0,5.0,ACTUAL
1514642400.0,6.0,ACTUAL
1514646000.0,6.0,ACTUAL
1514649600.0,4.1,ACTUAL
1514653200.0,1.9,ACTUAL
1514656800.0,0.7,ACTUAL
1514660400.0,-0.1,ACTUAL
1514664000.0,0.0,ACTUAL
1514667600.0,0.1,ACTUAL
1514671200.0,1.1,ACTUAL
1514674800.0,0.6,ACTUAL
1514678400.0,0.0,ACTUAL
1515283200.0,8.3,ACTUAL
1515286800.0,8.4,ACTUAL
1515290400.0,8.6,ACTUAL
1515294000.0,8.8,ACTUAL
1515297600.0,8.8,ACTUAL
1515301200.0,8.8,ACTUAL
1515304800.0,9.3,ACTUAL
1515308400.0,10.1,ACTUAL
1515312000.0,10.0,ACTUAL
1515315600.0,10.0,ACTUAL
1515319200.0,11.0,ACTUAL
1515322800.0,11.3,ACTUAL
1515326400.0,11.7,ACTUAL
1515330000.0,11.8,ACTUAL
1515333600.0,11.9,ACTUAL
1515337200.0,12.0,ACTUAL
1515340800.0,12.1,ACTUAL
1515344400.0,11.9,ACTUAL
1515348000.0,11.9,ACTUAL
1515351600.0,12.1,ACTUAL
1515355200.0,11.7,ACTUAL
1515358800.0,11.5,ACTUAL
1515362400.0,11.3,ACTUAL
1515366000.0,11.3,ACTUAL
1515369600.0,11.3,ACTUAL
1515373200.0,11.3,ACTUAL
1515376800.0,11.3,ACTUAL
1515380400.0,11.3,ACTUAL
1515384000.0,11.3,ACTUAL
1515387600.0,11.3,ACTUAL
1515391200.0,11.9,ACTUAL
1515394800.0,12.1,ACTUAL
1515398400.0,12.5,ACTUAL
1515402000.0,12.3,ACTUAL
1515405600.0,13.3,ACTUAL
1515409200.0,13.5,ACTUAL
1515412800.0,13.3,ACTUAL
1515416400.0,13.3,ACTUAL
1515420000.0,13.3,ACTUAL
1515423600.0,13.5,ACTUAL
1515427200.0,13.3,ACTUAL
1515430800.0,12.7,ACTUAL
1515434400.0,12.5,ACTUAL
1515438000.0,12.3,ACTUAL
1515441600.0,12.9,ACTUAL
1515445200.0,12.7,ACTUAL
1515448800.0,12.7,ACTUAL
1515452400.0,12.7,ACTUAL
1515456000.0,12.7,ACTUAL
1515459600.0,13.1,ACTUAL
1515463200.0,13.1,ACTUAL
1515466800.0,12.7,ACTUAL
1515470400.0,12.5,ACTUAL
1515474000.0,12.3,ACTUAL
1515477600.0,13.1,ACTUAL
1515481200.0,13.0,ACTUAL
1515484800.0,13.0,ACTUAL
1515488400.0,13.0,ACTUAL
1515492000.0,14.0,ACTUAL
1515495600.0,13.6,ACTUAL
1515499200.0,13.2,ACTUAL
1515502800.0,12.8,ACTUAL
1515506400.0,12.4,ACTUAL
1515510000.0,12.0,ACTUAL
1515513600.0,11.3,ACTUAL
1515517200.0,10.3,ACTUAL
1515520800.0,10.8,ACTUAL
1515524400.0,10.3,ACTUAL
1515528000.0,10.1,ACTUAL
1515531600.0,10.1,ACTUAL
1515535200.0,10.1,ACTUAL
1515538800.0,10.1,ACTUAL
1515542400.0,9.3,ACTUAL
1515546000.0,9.3,ACTUAL
1515549600.0,8.5,ACTUAL
1515553200.0,8.3,ACTUAL
1515556800.0,8.3,ACTUAL
1515560400.0,8.3,ACTUAL
1515564000.0,8.3,ACTUAL
1515567600.0,6.0,ACTUAL
1515571200.0,5.0,ACTUAL
1515574800.0,6.0,ACTUAL
1515578400.0,7.0,ACTUAL
1515582000.0,7.0,ACTUAL
1515585600.0,7.0,ACTUAL
1515589200.0,7.0,ACTUAL
1515592800.0,7.0,ACTUAL
1515596400.0,7.0,ACTUAL
1515600000.0,8.1,ACTUAL
1515603600.0,7.9,ACTUAL
1515607200.0,7.7,ACTUAL
1515610800.0,7.5,ACTUAL
1515614400.0,6.3,ACTUAL
1515618000.0,6.3,ACTUAL
1515621600.0,6.3,ACTUAL
1515625200.0,6.3,ACTUAL
1515628800.0,5.7,ACTUAL
1515632400.0,5.5,ACTUAL
1515636000.0,5.5,ACTUAL
1515639600.0,5.5,ACTUAL
1515643200.0,5.5,ACTUAL
1515646800.0,6.3,ACTUAL
1515650400.0,6.3,ACTUAL
1515654000.0,6.0,ACTUAL
1515657600.0,6.5,ACTUAL
1515661200.0,7.0,ACTUAL
1515664800.0,7.0,ACTUAL
1515668400.0,8.0,ACTUAL
1515672000.0,8.3,ACTUAL
1515675600.0,8.7,ACTUAL
1515679200.0,9.0,ACTUAL
1515682800.0,10.0,ACTUAL
1515686400.0,9.1,ACTUAL
1515690000.0,7.7,ACTUAL
1515693600.0,6.1,ACTUAL
1515697200.0,6.5,ACTUAL
1515700800.0,7.3,ACTUAL
1515704400.0,7.1,ACTUAL
1515708000.0,6.7,ACTUAL
1515711600.0,5.5,ACTUAL
1515715200.0,4.3,ACTUAL
1515718800.0,4.1,ACTUAL
1515722400.0,4.0,ACTUAL
1515726000.0,3.9,ACTUAL
1515729600.0,3.9,ACTUAL
1515733200.0,3.9,ACTUAL
1515736800.0,4.3,ACTUAL
1515740400.0,5.0,ACTUAL
1515744000.0,6.0,ACTUAL
1515747600.0,8.0,ACTUAL
1515751200.0,10.0,ACTUAL
1515754800.0,10.4,ACTUAL
1515758400.0,10.8,ACTUAL
1515762000.0,11.2,ACTUAL
1515765600.0,11.6,ACTUAL
1515769200.0,12.0,ACTUAL
1515772800.0,8.3,ACTUAL
1515776400.0,7.3,ACTUAL
1515780000.0,6.3,ACTUAL
1515783600.0,5.3,ACTUAL
1515787200.0,4.5,ACTUAL
1515790800.0,4.5,ACTUAL
1515794400.0,4.5,ACTUAL
1515798000.0,5.1,ACTUAL
1515801600.0,5.8,ACTUAL
1515805200.0,5.7,ACTUAL
1515808800.0,5.7,ACTUAL
1515812400.0,5.7,ACTUAL
1515816000.0,5.7,ACTUAL
1515819600.0,5.7,ACTUAL
1515823200.0,6.1,ACTUAL
1515826800.0,5.0,ACTUAL
1515830400.0,5.5,ACTUAL
1515834000.0,6.0,ACTUAL
1515837600.0,7.0,ACTUAL
1515841200.0,9.0,ACTUAL
1515844800.0,10.0,ACTUAL
1515848400.0,10.0,ACTUAL
1515852000.0,10.0,ACTUAL
1515855600.0,11.0,ACTUAL
1515859200.0,7.3,ACTUAL
1515862800.0,6.7,ACTUAL
1515866400.0,6.5,ACTUAL
1515870000.0,5.5,ACTUAL
1515873600.0,5.3,ACTUAL
1515877200.0,4.7,ACTUAL
1515880800.0,2.3,ACTUAL
1515884400.0,1.7,ACTUAL
1515888000.0,1.3,ACTUAL
1516492800.0,4.3,ACTUAL
1516496400.0,4.3,ACTUAL
1516500000.0,4.9,ACTUAL
1516503600.0,4.9,ACTUAL
1516507200.0,4.9,ACTUAL
1516510800.0,4.7,ACTUAL
1516514400.0,3.1,ACTUAL
1516518000.0,2.5,ACTUAL
1516521600.0,4.0,ACTUAL
1516525200.0,6.0,ACTUAL
1516528800.0,8.0,ACTUAL
1516532400.0,10.0,ACTUAL
1516536000.0,10.0,ACTUAL
1516539600.0,10.3,ACTUAL
1516543200.0,10.7,ACTUAL
1516546800.0,11.0,ACTUAL
1516550400.0,10.3,ACTUAL
1516554000.0,7.3,ACTUAL
1516557600.0,5.3,ACTUAL
1516561200.0,3.3,ACTUAL
1516564800.0,2.3,ACTUAL
1516568400.0,2.3,ACTUAL
1516572000.0,2.3,ACTUAL
1516575600.0,1.3,ACTUAL
1516579200.0,0.3,ACTUAL
1516582800.0,-0.7,ACTUAL
1516586400.0,1.3,ACTUAL
1516590000.0,1.3,ACTUAL
1516593600.0,1.3,ACTUAL
1516597200.0,1.4,ACTUAL
1516600800.0,1.4,ACTUAL
1516604400.0,1.4,ACTUAL
1516608000.0,1.5,ACTUAL
1516611600.0,5.3,ACTUAL
1516615200.0,6.3,ACTUAL
1516618800.0,8.3,ACTUAL
1516622400.0,10.3,ACTUAL
1516626000.0,10.3,ACTUAL
1516629600.0,10.3,ACTUAL
1516633200.0,9.3,ACTUAL
1516636800.0,7.3,ACTUAL
1516640400.0,6.3,ACTUAL
1516644000.0,6.3,ACTUAL
1516647600.0,5.7,ACTUAL
1516651200.0,5.3,ACTUAL
1516654800.0,4.9,ACTUAL
1516658400.0,4.3,ACTUAL
1516662000.0,3.3,ACTUAL
1516665600.0,3.3,ACTUAL
1516669200.0,2.9,ACTUAL
1516672800.0,2.9,ACTUAL
1516676400.0,2.3,ACTUAL
1516680000.0,0.7,ACTUAL
1516683600.0,0.6,ACTUAL
1516687200.0,0.5,ACTUAL
1516690800.0,0.0,ACTUAL
1516694400.0,2.0,ACTUAL
1516698000.0,4.0,ACTUAL
1516701600.0,6.0,ACTUAL
1516705200.0,8.0,ACTUAL
1516708800.0,9.0,ACTUAL
1516712400.0,11.0,ACTUAL
1516716000.0,10.0,ACTUAL
1516719600.0,10.0,ACTUAL
1516723200.0,7.9,ACTUAL
1516726800.0,5.9,ACTUAL
1516730400.0,5.7,ACTUAL
1516734000.0,5.1,ACTUAL
1516737600.0,3.3,ACTUAL
1516741200.0,2.7,ACTUAL
1516744800.0,2.7,ACTUAL
1516748400.0,2.3,ACTUAL
1516752000.0,2.3,ACTUAL
1516755600.0,2.3,ACTUAL
1516759200.0,1.3,ACTUAL
1516762800.0,1.3,ACTUAL
1516766400.0,1.3,ACTUAL
1516770000.0,0.5,ACTUAL
1516773600.0,-0.3,ACTUAL
1516777200.0,0.0,ACTUAL
1516780800.0,1.0,ACTUAL
1516784400.0,4.0,ACTUAL
1516788000.0,7.0,ACTUAL
1516791600.0,10.0,ACTUAL
1516795200.0,10.7,ACTUAL
1516798800.0,11.3,ACTUAL
1516802400.0,12.0,ACTUAL
1516806000.0,11.0,ACTUAL
1516809600.0,9.7,ACTUAL
1516813200.0,7.1,ACTUAL
1516816800.0,5.5,ACTUAL
1516820400.0,4.1,ACTUAL
1516824000.0,2.9,ACTUAL
1516827600.0,2.7,ACTUAL
1516831200.0,2.3,ACTUAL
1516834800.0,2.3,ACTUAL
1516838400.0,0.7,ACTUAL
1516842000.0,0.5,ACTUAL
1516845600.0,0.3,ACTUAL
1516849200.0,0.1,ACTUAL
1516852800.0,-0.1,ACTUAL
1516856400.0,-0.1,ACTUAL
1516860000.0,0.7,ACTUAL
1516863600.0,3.0,ACTUAL
1516867200.0,3.0,ACTUAL
1516870800.0,4.0,ACTUAL
1516874400.0,5.0,ACTUAL
1516878000.0,5.7,ACTUAL
1516881600.0,6.3,ACTUAL
1516885200.0,7.0,ACTUAL
1516888800.0,7.0,ACTUAL
1516892400.0,7.0,ACTUAL
1516896000.0,7.5,ACTUAL
1516899600.0,6.7,ACTUAL
1516903200.0,6.1,ACTUAL
1516906800.0,5.3,ACTUAL
1516910400.0,5.3,ACTUAL
1516914000.0,5.3,ACTUAL
1516917600.0,5.3,ACTUAL
1516921200.0,5.3,ACTUAL
1516924800.0,5.3,ACTUAL
1516928400.0,5.3,ACTUAL
1516932000.0,4.3,ACTUAL
1516935600.0,4.3,ACTUAL
1516939200.0,5.3,ACTUAL
1516942800.0,3.3,ACTUAL
1516946400.0,3.3,ACTUAL
1516950000.0,2.0,ACTUAL
1516953600.0,3.5,ACTUAL
1516957200.0,5.0,ACTUAL
1516960800.0,7.0,ACTUAL
1516964400.0,8.0,ACTUAL
1516968000.0,8.0,ACTUAL
1516971600.0,9.0,ACTUAL
1516975200.0,10.0,ACTUAL
1516978800.0,10.0,ACTUAL
1516982400.0,9.7,ACTUAL
1516986000.0,7.7,ACTUAL
1516989600.0,6.3,ACTUAL
1516993200.0,5.3,ACTUAL
1516996800.0,4.5,ACTUAL
1517000400.0,4.5,ACTUAL
1517004000.0,4.5,ACTUAL
1517007600.0,4.5,ACTUAL
1517011200.0,4.1,ACTUAL
1517014800.0,3.7,ACTUAL
1517018400.0,2.7,ACTUAL
1517022000.0,2.7,ACTUAL
1517025600.0,2.5,ACTUAL
1517029200.0,1.9,ACTUAL
1517032800.0,1.9,ACTUAL
1517036400.0,4.0,ACTUAL
1517040000.0,4.0,ACTUAL
1517043600.0,5.0,ACTUAL
1517047200.0,7.0,ACTUAL
1517050800.0,8.0,ACTUAL
1517054400.0,9.0,ACTUAL
1517058000.0,10.0,ACTUAL
1517061600.0,11.0,ACTUAL
1517065200.0,12.0,ACTUAL
1517068800.0,10.5,ACTUAL
1517072400.0,8.3,ACTUAL
1517076000.0,6.3,ACTUAL
1517079600.0,4.9,ACTUAL
1517083200.0,4.7,ACTUAL
1517086800.0,3.7,ACTUAL
1517090400.0,4.7,ACTUAL
1517094000.0,4.5,ACTUAL
1517097600.0,4.3,ACTUAL
1517702400.0,4.0,ACTUAL
1517706000.0,4.1,ACTUAL
1517709600.0,4.1,ACTUAL
1517713200.0,3.9,ACTUAL
1517716800.0,3.7,ACTUAL
1517720400.0,3.3,ACTUAL
1517724000.0,2.7,ACTUAL
1517727600.0,2.3,ACTUAL
1517731200.0,1.0,ACTUAL
1517734800.0,4.0,ACTUAL
1517738400.0,6.0,ACTUAL
1517742000.0,8.0,ACTUAL
1517745600.0,8.0,ACTUAL
1517749200.0,9.0,ACTUAL
1517752800.0,9.0,ACTUAL
1517756400.0,9.0,ACTUAL
1517760000.0,7.3,ACTUAL
1517763600.0,6.3,ACTUAL
1517767200.0,4.9,ACTUAL
1517770800.0,3.5,ACTUAL
1517774400.0,4.1,ACTUAL
1517778000.0,3.3,ACTUAL
1517781600.0,2.3,ACTUAL
1517785200.0,2.1,ACTUAL
1517788800.0,2.9,ACTUAL
1517792400.0,2.3,ACTUAL
1517796000.0,2.3,ACTUAL
1517799600.0,1.3,ACTUAL
1517803200.0,2.3,ACTUAL
1517806800.0,2.3,ACTUAL
1517810400.0,3.3,ACTUAL
1517814000.0,3.7,ACTUAL
1517817600.0,4.7,ACTUAL
1517821200.0,4.7,ACTUAL
1517824800.0,6.3,ACTUAL
1517828400.0,7.1,ACTUAL
1517832000.0,8.5,ACTUAL
1517835600.0,8.7,ACTUAL
1517839200.0,8.9,ACTUAL
1517842800.0,8.7,ACTUAL
1517846400.0,8.5,ACTUAL
1517850000.0,7.3,ACTUAL
1517853600.0,7.1,ACTUAL
1517857200.0,5.1,ACTUAL
1517860800.0,4.1,ACTUAL
1517864400.0,2.9,ACTUAL
1517868000.0,2.3,ACTUAL
1517871600.0,3.3,ACTUAL
1517875200.0,2.9,ACTUAL
1517878800.0,2.8,ACTUAL
1517882400.0,2.3,ACTUAL
1517886000.0,2.3,ACTUAL
1517889600.0,3.3,ACTUAL
1517893200.0,3.3,ACTUAL
1517896800.0,3.1,ACTUAL
1517900400.0,3.5,ACTUAL
1517904000.0,4.0,ACTUAL
1517907600.0,5.0,ACTUAL
1517911200.0,6.0,ACTUAL
1517914800.0,6.7,ACTUAL
1517918400.0,7.3,ACTUAL
1517922000.0,8.0,ACTUAL
1517925600.0,8.0,ACTUAL
1517929200.0,8.0,ACTUAL
1517932800.0,7.9,ACTUAL
1517936400.0,7.3,ACTUAL
1517940000.0,6.3,ACTUAL
1517943600.0,6.3,ACTUAL
1517947200.0,6.3,ACTUAL
1517950800.0,6.3,ACTUAL
1517954400.0,6.3,ACTUAL
1517958000.0,5.7,ACTUAL
1517961600.0,5.3,ACTUAL
1517965200.0,5.1,ACTUAL
1517968800.0,5.1,ACTUAL
1517972400.0,5.1,ACTUAL
1517976000.0,5.1,ACTUAL
1517979600.0,5.1,ACTUAL
1517983200.0,5.5,ACTUAL
1517986800.0,5.0,ACTUAL
1517990400.0,5.0,ACTUAL
1517994000.0,5.0,ACTUAL
1517997600.0,7.0,ACTUAL
1518001200.0,7.0,ACTUAL
1518004800.0,8.0,ACTUAL
1518008400.0,9.0,ACTUAL
1518012000.0,8.0,ACTUAL
1518015600.0,8.0,ACTUAL
1518019200.0,7.3,ACTUAL
1518022800.0,7.1,ACTUAL
1518026400.0,6.5,ACTUAL
1518030000.0,5.5,ACTUAL
1518033600.0,5.3,ACTUAL
1518037200.0,5.3,ACTUAL
1518040800.0,5.3,ACTUAL
1518044400.0,5.3,ACTUAL
1518048000.0,5.3,ACTUAL
1518051600.0,5.3,ACTUAL
1518055200.0,5.3,ACTUAL
1518058800.0,5.3,ACTUAL
1518062400.0,3.3,ACTUAL
1518066000.0,3.7,ACTUAL
1518069600.0,4.3,ACTUAL
1518073200.0,4.3,ACTUAL
1518076800.0,5.0,ACTUAL
1518080400.0,6.0,ACTUAL
1518084000.0,7.0,ACTUAL
1518087600.0,9.0,ACTUAL
1518091200.0,9.3,ACTUAL
1518094800.0,9.5,ACTUAL
1518098400.0,9.8,ACTUAL
1518102000.0,10.0,ACTUAL
1518105600.0,8.3,ACTUAL
1518109200.0,8.3,ACTUAL
1518112800.0,8.3,ACTUAL
1518116400.0,8.3,ACTUAL
1518120000.0,8.3,ACTUAL
1518123600.0,7.7,ACTUAL
1518127200.0,7.1,ACTUAL
1518130800.0,7.1,ACTUAL
1518134400.0,7.7,ACTUAL
1518138000.0,7.7,ACTUAL
1518141600.0,7.3,ACTUAL
1518145200.0,7.3,ACTUAL
1518148800.0,7.3,ACTUAL
1518152400.0,7.3,ACTUAL
1518156000.0,6.9,ACTUAL
1518159600.0,6.7,ACTUAL
1518163200.0,6.0,ACTUAL
1518166800.0,7.0,ACTUAL
1518170400.0,8.0,ACTUAL
1518174000.0,8.0,ACTUAL
1518177600.0,9.0,ACTUAL
1518181200.0,10.0,ACTUAL
1518184800.0,10.0,ACTUAL
1518188400.0,11.0,ACTUAL
1518192000.0,8.5,ACTUAL
1518195600.0,7.8,ACTUAL
1518199200.0,6.8,ACTUAL
1518202800.0,5.7,ACTUAL
1518206400.0,5.3,ACTUAL
1518210000.0,5.3,ACTUAL
1518213600.0,5.3,ACTUAL
1518217200.0,5.3,ACTUAL
1518220800.0,5.1,ACTUAL
1518224400.0,5.3,ACTUAL
1518228000.0,5.3,ACTUAL
1518231600.0,5.3,ACTUAL
1518235200.0,3.3,ACTUAL
1518238800.0,3.3,ACTUAL
1518242400.0,2.1,ACTUAL
1518246000.0,2.3,ACTUAL
1518249600.0,3.0,ACTUAL
1518253200.0,5.0,ACTUAL
1518256800.0,8.0,ACTUAL
1518260400.0,9.0,ACTUAL
1518264000.0,10.0,ACTUAL
1518267600.0,10.0,ACTUAL
1518271200.0,10.0,ACTUAL
1518274800.0,10.0,ACTUAL
1518278400.0,9.5,ACTUAL
1518282000.0,8.3,ACTUAL
1518285600.0,6.9,ACTUAL
1518289200.0,5.7,ACTUAL
1518292800.0,4.5,ACTUAL
1518296400.0,5.3,ACTUAL
1518300000.0,5.3,ACTUAL
1518303600.0,5.3,ACTUAL
1518307200.0,4.1,ACTUAL
1518912000.0,5.3,ACTUAL
1518915600.0,5.7,ACTUAL
1518919200.0,5.3,ACTUAL
1518922800.0,5.3,ACTUAL
1518926400.0,5.3,ACTUAL
1518930000.0,5.3,ACTUAL
1518933600.0,5.1,ACTUAL
1518937200.0,5.3,ACTUAL
1518940800.0,5.0,ACTUAL
1518944400.0,5.0,ACTUAL
1518948000.0,6.0,ACTUAL
1518951600.0,7.0,ACTUAL
1518955200.0,8.1,ACTUAL
1518958800.0,8.0,ACTUAL
1518962400.0,8.0,ACTUAL
1518966000.0,8.0,ACTUAL
1518969600.0,8.1,ACTUAL
1518973200.0,7.7,ACTUAL
1518976800.0,6.5,ACTUAL
1518980400.0,5.5,ACTUAL
1518984000.0,5.3,ACTUAL
1518987600.0,5.1,ACTUAL
1518991200.0,5.1,ACTUAL
1518994800.0,5.1,ACTUAL
1518998400.0,5.3,ACTUAL
1519002000.0,5.3,ACTUAL
1519005600.0,5.3,ACTUAL
1519009200.0,5.3,ACTUAL
1519012800.0,5.3,ACTUAL
1519016400.0,5.3,ACTUAL
1519020000.0,5.3,ACTUAL
1519023600.0,5.1,ACTUAL
1519027200.0,5.1,ACTUAL
1519030800.0,5.5,ACTUAL
1519034400.0,6.5,ACTUAL
1519038000.0,7.5,ACTUAL
1519041600.0,7.5,ACTUAL
1519045200.0,7.9,ACTUAL
1519048800.0,7.9,ACTUAL
1519052400.0,7.7,ACTUAL
1519056000.0,7.1,ACTUAL
1519059600.0,6.3,ACTUAL
1519063200.0,5.3,ACTUAL
1519066800.0,5.3,ACTUAL
1519070400.0,5.1,ACTUAL
1519074000.0,4.5,ACTUAL
1519077600.0,3.7,ACTUAL
1519081200.0,3.1,ACTUAL
1519084800.0,1.7,ACTUAL
1519088400.0,1.3,ACTUAL
1519092000.0,0.7,ACTUAL
1519095600.0,0.5,ACTUAL
1519099200.0,0.5,ACTUAL
1519102800.0,0.5,ACTUAL
1519106400.0,0.9,ACTUAL
1519110000.0,2.0,ACTUAL
1519113600.0,2.0,ACTUAL
1519117200.0,4.0,ACTUAL
1519120800.0,5.0,ACTUAL
1519124400.0,5.7,ACTUAL
1519128000.0,6.3,ACTUAL
1519131600.0,7.0,ACTUAL
1519135200.0,6.0,ACTUAL
1519138800.0,6.0,ACTUAL
1519142400.0,7.1,ACTUAL
1519146000.0,6.3,ACTUAL
1519149600.0,5.3,ACTUAL
1519153200.0,4.3,ACTUAL
1519156800.0,4.1,ACTUAL
1519160400.0,4.1,ACTUAL
1519164000.0,4.1,ACTUAL
1519167600.0,3.5,ACTUAL
1519171200.0,3.1,ACTUAL
1519174800.0,2.9,ACTUAL
1519178400.0,2.9,ACTUAL
1519182000.0,2.7,ACTUAL
1519185600.0,2.7,ACTUAL
1519189200.0,1.3,ACTUAL
1519192800.0,0.7,ACTUAL
1519196400.0,2.0,ACTUAL
1519200000.0,3.0,ACTUAL
1519203600.0,4.0,ACTUAL
1519207200.0,5.0,ACTUAL
1519210800.0,6.0,ACTUAL
1519214400.0,6.3,ACTUAL
1519218000.0,6.7,ACTUAL
1519221600.0,7.0,ACTUAL
1519225200.0,7.0,ACTUAL
1519228800.0,8.3,ACTUAL
1519232400.0,7.3,ACTUAL
1519236000.0,7.3,ACTUAL
1519239600.0,5.3,ACTUAL
1519243200.0,6.3,ACTUAL
1519246800.0,5.7,ACTUAL
1519250400.0,5.9,ACTUAL
1519254000.0,5.7,ACTUAL
1519257600.0,5.5,ACTUAL
1519261200.0,5.7,ACTUAL
1519264800.0,5.3,ACTUAL
1519268400.0,5.4,ACTUAL
1519272000.0,5.3,ACTUAL
1519275600.0,5.3,ACTUAL
1519279200.0,6.7,ACTUAL
1519282800.0,3.0,ACTUAL
1519286400.0,3.0,ACTUAL
1519290000.0,4.0,ACTUAL
1519293600.0,4.0,ACTUAL
1519297200.0,4.0,ACTUAL
1519300800.0,4.0,ACTUAL
1519304400.0,4.0,ACTUAL
1519308000.0,4.0,ACTUAL
1519311600.0,4.0,ACTUAL
1519315200.0,6.3,ACTUAL
1519318800.0,5.3,ACTUAL
1519322400.0,5.5,ACTUAL
1519326000.0,5.3,ACTUAL
1519329600.0,6.3,ACTUAL
1519333200.0,6.3,ACTUAL
1519336800.0,5.7,ACTUAL
1519340400.0,5.3,ACTUAL
1519344000.0,5.3,ACTUAL
1519347600.0,5.3,ACTUAL
1519351200.0,5.3,ACTUAL
1519354800.0,5.3,ACTUAL
1519358400.0,3.9,ACTUAL
1519362000.0,3.3,ACTUAL
1519365600.0,4.3,ACTUAL
1519369200.0,3.0,ACTUAL
1519372800.0,3.0,ACTUAL
1519376400.0,4.0,ACTUAL
1519380000.0,5.0,ACTUAL
1519383600.0,6.0,ACTUAL
1519387200.0,7.0,ACTUAL
1519390800.0,7.0,ACTUAL
1519394400.0,8.0,ACTUAL
1519398000.0,8.0,ACTUAL
1519401600.0,8.9,ACTUAL
1519405200.0,8.5,ACTUAL
1519408800.0,7.5,ACTUAL
1519412400.0,7.3,ACTUAL
1519416000.0,6.3,ACTUAL
1519419600.0,5.9,ACTUAL
1519423200.0,5.9,ACTUAL
1519426800.0,5.9,ACTUAL
1519430400.0,5.9,ACTUAL
1519434000.0,5.9,ACTUAL
1519437600.0,5.9,ACTUAL
1519441200.0,5.9,ACTUAL
1519444800.0,6.9,ACTUAL
1519448400.0,6.3,ACTUAL
1519452000.0,5.3,ACTUAL
1519455600.0,5.0,ACTUAL
1519459200.0,7.0,ACTUAL
1519462800.0,8.0,ACTUAL
1519466400.0,9.0,ACTUAL
1519470000.0,10.0,ACTUAL
1519473600.0,11.0,ACTUAL
1519477200.0,10.7,ACTUAL
1519480800.0,10.3,ACTUAL
1519484400.0,10.0,ACTUAL
1519488000.0,8.7,ACTUAL
1519491600.0,7.3,ACTUAL
1519495200.0,6.7,ACTUAL
1519498800.0,5.3,ACTUAL
1519502400.0,4.9,ACTUAL
1519506000.0,3.9,ACTUAL
1519509600.0,3.3,ACTUAL
1519513200.0,2.7,ACTUAL
1519516800.0,2.3,ACTUAL
1520121600.0,2.3,ACTUAL
1520125200.0,2.3,ACTUAL
1520128800.0,2.1,ACTUAL
1520132400.0,2.3,ACTUAL
1520136000.0,0.7,ACTUAL
